date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:28	173033/173033	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:27%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/?currency=eur	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/index5e60.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/)
16:28:28	99542/99542	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2011:00:16%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-545253572-700x660.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-545253572-700x660.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/)
16:28:29	173033/173033	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:27%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/?currency=chf	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/index4236.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/)
16:28:29	91381/91381	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2015:26:41%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/pierre-lemos-r1Vb5iw115w-unsplash-700x660.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/pierre-lemos-r1Vb5iw115w-unsplash-700x660.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/)
16:28:30	62295/62295	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2014:46:01%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/frederick-marschall-bL8MDg0p_nI-unsplash-700x660.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/frederick-marschall-bL8MDg0p_nI-unsplash-700x660.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/)
16:28:31	109421/109421	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202022%2017:04:29%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/karsten-winegeart-fd1cQ3mmBTE-unsplash-700x660.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/karsten-winegeart-fd1cQ3mmBTE-unsplash-700x660.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/)
16:28:32	931036/931036	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2011:47:45%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/cache/min/6/58475e812fcc552b7da9d28d7625070d.js	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/cache/min/6/58475e812fcc552b7da9d28d7625070d.js	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns/)
16:28:33	1602/1602	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:32%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2754	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2754.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/)
16:28:34	2632/2632	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:33%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-3-columns%2F	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed36f4.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/)
16:28:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Aug%202023%2021:28:33%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/?p=2754	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/indexc0ef.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/)
16:28:35	2686/2686	---MCZ	200	added ('OK')	text/xml	date:Mon,%2028%20Aug%202023%2021:28:34%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-3-columns%2F&format=xml	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed269f	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/)
16:28:37	171530/171530	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:35%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/?currency=chf	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/index4236.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/)
16:28:37	171530/171530	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:35%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/?currency=eur	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/index5e60.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-3-columns/)
16:28:37	1602/1602	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:36%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2758	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2758.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:38	2632/2632	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:37%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-4-columns%2F	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embedf470.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Aug%202023%2021:28:37%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/?p=2758	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/indexc446.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:39	2686/2686	---MCZ	200	added ('OK')	text/xml	date:Mon,%2028%20Aug%202023%2021:28:38%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-4-columns%2F&format=xml	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed1e39	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:40	61281/61281	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Jul%202022%2009:27:13%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/gordon-mak-rX2cj2FD4do-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/gordon-mak-rX2cj2FD4do-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:41	163467/163467	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:39%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/?currency=eur	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/index5e60.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:41	163467/163467	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:40%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/?currency=chf	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/index4236.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:41	100755/100755	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2011:00:16%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-545253572-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-545253572-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:42	92092/92092	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2015:26:41%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/pierre-lemos-r1Vb5iw115w-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/pierre-lemos-r1Vb5iw115w-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:43	60130/60130	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2014:46:01%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/frederick-marschall-bL8MDg0p_nI-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/frederick-marschall-bL8MDg0p_nI-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:44	114586/114586	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202022%2017:04:29%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/karsten-winegeart-fd1cQ3mmBTE-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/karsten-winegeart-fd1cQ3mmBTE-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:45	91859/91859	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202022%2015:28:45%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-1138573276-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-1138573276-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:46	122393/122393	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202022%2015:52:40%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/photo-1453310474364-dcc1fce807e5-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/photo-1453310474364-dcc1fce807e5-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:47	145829/145829	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2018:01:14%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/page/2/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/page/2/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns/)
16:28:48	1629/1629	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:47%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2761	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2761.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:48	155/155	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Aug%202023%2021:28:47%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-2-columns-no-space%2F	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embedfc92	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:48	155/155	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Aug%202023%2021:28:47%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-2-columns-no-space%2F&format=xml	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed4e5d	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:49	155/155	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Aug%202023%2021:28:48%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/?currency=eur	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/index5e60.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Aug%202023%2021:28:48%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/?p=2761	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/index75b9.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:52	183442/183442	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202022%2017:04:30%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/karsten-winegeart-fd1cQ3mmBTE-unsplash-1280x580.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/karsten-winegeart-fd1cQ3mmBTE-unsplash-1280x580.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:53	149954/149954	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2018:01:18%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/page/2/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/page/2/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:54	163078/163078	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:52%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/?currency=chf	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/index4236.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-2-columns-no-space/)
16:28:54	1629/1629	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:53%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2766	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2766.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:55	2677/2677	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:54%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-4-columns-no-space%2F	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embede19d.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Aug%202023%2021:28:54%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/?p=2766	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/index122c.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:56	2731/2731	---MCZ	200	added ('OK')	text/xml	date:Mon,%2028%20Aug%202023%2021:28:55%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-grid-4-columns-no-space%2F&format=xml	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed2fe4	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:57	166031/166031	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:56%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/?currency=chf	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/index4236.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:57	166031/166031	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:28:56%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/?currency=eur	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/index5e60.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:57	85429/85429	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202022%2015:28:45%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-1138573276-700x660.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-1138573276-700x660.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:58	133531/133531	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202022%2015:52:40%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/photo-1453310474364-dcc1fce807e5-700x660.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/08/photo-1453310474364-dcc1fce807e5-700x660.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-grid-4-columns-no-space/)
16:28:59	1620/1620	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:58%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2732	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2732.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/)
16:29:00	2662/2662	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:28:59%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-3-columns-with-frame%2F	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed825a.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/)
16:29:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Aug%202023%2021:28:59%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/?p=2732	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/indexaa3c.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/)
16:29:02	2716/2716	---MCZ	200	added ('OK')	text/xml	date:Mon,%2028%20Aug%202023%2021:29:00%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-3-columns-with-frame%2F&format=xml	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed5fc1	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/)
16:29:03	176198/176198	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:29:01%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/?currency=eur	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/index5e60.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/)
16:29:03	176198/176198	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:29:01%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/?currency=chf	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/index4236.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/)
16:29:03	1620/1620	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:29:02%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2729	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/wp/v2/pages/2729.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
16:29:03	164053/164053	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2018:01:29%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/category/post-format/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/category/post-format/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-3-columns-with-frame/)
16:29:04	2662/2662	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Aug%202023%2021:29:03%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-2-columns-with-frame%2F	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed7e83.json	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
16:29:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Aug%202023%2021:29:04%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/?p=2729	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/index764f.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
16:29:05	2716/2716	---MCZ	200	added ('OK')	text/xml	date:Mon,%2028%20Aug%202023%2021:29:04%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.goodlayers.com%2Ftraveltour%2Fhomepages%2Fmain5%2Fblog-2-columns-with-frame%2F&format=xml	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/wp-json/oembed/1.0/embed0759	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
16:29:06	48226/48226	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Jul%202022%2009:27:14%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/gordon-mak-rX2cj2FD4do-unsplash-700x430.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/gordon-mak-rX2cj2FD4do-unsplash-700x430.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
16:29:07	172456/172456	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:29:05%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/?currency=chf	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/index4236.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
16:29:07	172456/172456	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2021:29:05%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/?currency=eur	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/index5e60.html	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
16:29:08	64256/64256	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2011:00:17%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-545253572-700x430.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2016/06/iStock-545253572-700x430.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5/blog-2-columns-with-frame/)
